"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"furneta","https://www.baldininkai.org/gamintojas/furneta/","Furneta","Furneta, UAB","304422048","Alytus","","","Vilnius, rytų ir pietų Lietuva","","+37061134883","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/furneta/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/a2a3759b-8d69-497d-8d1e-ebcc294efdc0","2026-08-04"
"baldturas-a-laseviciaus-ivv","https://www.baldininkai.org/gamintojas/baldturas-a-laseviciaus-ivv/","Baldturas, A. Lasevičiaus IVV","","","Alytus","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldturas_a_laseviciaus_ivv/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"pasmeta-lt","https://www.baldininkai.org/gamintojas/pasmeta-lt/","Pasmeta LT","Pasmeta LT, MB","305961874","Alytus","","","Vilnius, rytų ir pietų Lietuva","","+37064514008","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/pasmeta_lt/ | https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/02ede07d-8a49-48b9-b191-e2d484a2246e | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/b8e47b06-b944-42db-a339-31a650ff697b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/43fd6298-aa13-4083-b8a2-6b801fd393a1 | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"baldukas","https://www.baldininkai.org/gamintojas/baldukas/","Baldukas","Baldukas, MB","306069344","Alytus","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldukas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/2a5f677e-62ec-4c34-bae9-9a2a52002be9","2026-08-04"
"ratuoti-sapnai","https://www.baldininkai.org/gamintojas/ratuoti-sapnai/","Ratuoti sapnai","Ratuoti sapnai, MB","307003404","Alytus","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/ratuoti_sapnai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/d439ce06-0e4e-4aea-ad72-b1eaf37997c4","2026-08-04"
"nestandart","https://www.baldininkai.org/gamintojas/nestandart/","Nestandart","Nestandart, MB","307132057","Alytus","","","Vilnius, rytų ir pietų Lietuva","","+37062166563","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/nestandart/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/d02117b5-e8bd-4eb7-a25d-54746d817849","2026-08-04"
"g-baldai","https://www.baldininkai.org/gamintojas/g-baldai/","G baldai","G baldai, MB","307397002","Alytus","","","Vilnius, rytų ir pietų Lietuva","","+37061149929","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/g_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/a16c9f98-0de9-490a-bbaa-30eb9a36b2a5","2026-08-04"
"mr-design","https://www.baldininkai.org/gamintojas/mr-design/","Mr design","Mr design, MB","307569498","Alytus","","","Vilnius, rytų ir pietų Lietuva","","+37068087004","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/mr_design/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"arpolis","https://www.baldininkai.org/gamintojas/arpolis/","Arpolis","Arpolis, UAB","300614040","Alytus","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/arpolis/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/fc31eb0b-30ac-4407-9fdb-cde1288cd3e1","2026-08-04"
"suduvos-baldai-morita","https://www.baldininkai.org/gamintojas/suduvos-baldai-morita/","Sūduvos baldai Morita","Sūduvos baldai, UAB Morita","","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/suduvos_baldai_morita/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"medbalda","https://www.baldininkai.org/gamintojas/medbalda/","Medbalda","Medbalda, MB","304442524","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","+37061836239","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/medbalda/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/b10f0487-37ee-454b-9d27-662d84485fd3","2026-08-04"
"mood-furniture","https://www.baldininkai.org/gamintojas/mood-furniture/","Mood Furniture","Mood Furniture, UAB","300108178","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/mood_furniture/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/69b41ff8-29bb-465e-9f38-138ca4e8b2fb","2026-08-04"
"a-z-statyba","https://www.baldininkai.org/gamintojas/a-z-statyba/","A-Z Statyba","A-Z Statyba, UAB","","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/a_z_statyba/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"krivijas","https://www.baldininkai.org/gamintojas/krivijas/","Krivijas","Krivijas, UAB","151262991","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/krivijas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/de56f622-ce87-4d2a-ac19-f137146802ad","2026-08-04"
"balduma-k-grigaitienes-firma","https://www.baldininkai.org/gamintojas/balduma-k-grigaitienes-firma/","Balduma, K. Grigaitienės firma","","","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/balduma_k_grigaitienes_firma/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"dzukijos-baldu-fabrikas","https://www.baldininkai.org/gamintojas/dzukijos-baldu-fabrikas/","Dzūkijos baldų fabrikas","","","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/dzukijos_baldu_fabrikas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"baltfur","https://www.baldininkai.org/gamintojas/baltfur/","Baltfur","Baltfur, UAB","","Marijampolė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/baltfur/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"tipo-baldai","https://www.baldininkai.org/gamintojas/tipo-baldai/","Tipo baldai","Tipo baldai, MB","306303263","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37064782828","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/tipo_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/5438fe24-568a-49c1-8c3e-2d33be0fff33","2026-08-04"
"furnistetika","https://www.baldininkai.org/gamintojas/furnistetika/","Furnistetika","Furnistetika, MB","306308755","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/furnistetika/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/073d3670-6262-4481-80c2-054a093b9cc0","2026-08-04"
"kamadotbl","https://www.baldininkai.org/gamintojas/kamadotbl/","Kamadotbl","Kamadotbl, MB","307537931","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37062215761","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/kamadotbl/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"r-meistrai","https://www.baldininkai.org/gamintojas/r-meistrai/","R meistrai","R meistrai, MB","305665875","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37060140030","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/r_meistrai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/00dce3e3-f2b7-4179-b480-43c73c394a08","2026-08-04"
"baldu-sprendimai","https://www.baldininkai.org/gamintojas/baldu-sprendimai/","Baldų sprendimai","Baldų sprendimai, MB","306629348","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37062867701","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldu_sprendimai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/9d0a5e66-19a6-454c-ae41-bfe97d112d38","2026-08-04"
"kokybisku-baldu-dirbtuves","https://www.baldininkai.org/gamintojas/kokybisku-baldu-dirbtuves/","Kokybiškų baldų dirbtuvės","Kokybiškų baldų dirbtuvės, MB","306650926","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37061519379","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/kokybisku_baldu_dirbtuves/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/9fa25856-4794-4683-92d3-d91b53d85581","2026-08-04"
"medynmetis","https://www.baldininkai.org/gamintojas/medynmetis/","Medynmetis","Medynmetis, MB","306730856","Utena","","","Vilnius, rytų ir pietų Lietuva","","+37061630841","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/medynmetis/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/c1a37843-c2d5-4eda-8ff6-a24479929855","2026-08-04"
"dalduva-ii","https://www.baldininkai.org/gamintojas/dalduva-ii/","Dalduva, IĮ","","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/dalduva_ii/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"roberto-laiptai","https://www.baldininkai.org/gamintojas/roberto-laiptai/","Roberto laiptai","Roberto laiptai, UAB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/roberto_laiptai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"gieva-s-trapikienes-firma","https://www.baldininkai.org/gamintojas/gieva-s-trapikienes-firma/","Gieva, S. Trapikienės firma","","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/gieva_s_trapikienes_firma/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"egidijaus-baldai","https://www.baldininkai.org/gamintojas/egidijaus-baldai/","Egidijaus baldai","Egidijaus baldai, MB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/egidijaus_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"rokiskio-baldai","https://www.baldininkai.org/gamintojas/rokiskio-baldai/","Rokiškio baldai","Rokiškio baldai, MB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/rokiskio_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"drilius","https://www.baldininkai.org/gamintojas/drilius/","Drilius","Drilius, MB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/drilius/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"mariaus-baldu-studija","https://www.baldininkai.org/gamintojas/mariaus-baldu-studija/","Mariaus baldų studija","Mariaus baldų studija, MB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/mariaus_baldu_studija/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"pickwood-lt","https://www.baldininkai.org/gamintojas/pickwood-lt/","Pickwood LT","Pickwood LT, MB","","Utena","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/pickwood_lt/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"digio","https://www.baldininkai.org/gamintojas/digio/","Digio","Digio, MB","306162439","Kėdainiai","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/digio/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/3a7f3bb3-62bf-43f4-97b9-67c09feaaa0f","2026-08-04"
"m-pralgausko-imone","https://www.baldininkai.org/gamintojas/m-pralgausko-imone/","M. Pralgausko įmonė","","161637614","Kėdainiai","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37034756278","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/m_pralgausko_imone/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"tomadeco","https://www.baldininkai.org/gamintojas/tomadeco/","Tomadeco","Tomadeco, MB","305724455","Kėdainiai","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37068581623","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/tomadeco/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/3104f79f-8dbd-4754-ac89-6a38fa92c07b","2026-08-04"
"darau-2","https://www.baldininkai.org/gamintojas/darau-2/","Darau 2","Darau 2, MB","305876580","Kėdainiai","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37060867215","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/darau_2/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/8f632100-87b4-41be-94c4-81633d2f2e83","2026-08-04"
"luxury-furniture","https://www.baldininkai.org/gamintojas/luxury-furniture/","Luxury furniture","Luxury furniture, UAB","306021189","Kėdainiai","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37060097642","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/luxury_furniture/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/220cc71a-ca5a-49ff-be5d-4b0bc887041b","2026-08-04"
"baldmaris-nestandartiniu-baldu-gamyba","https://www.baldininkai.org/gamintojas/baldmaris-nestandartiniu-baldu-gamyba/","Baldmaris - nestandartinių baldų gamyba","","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldmaris_nestandartiniu_baldu_gamyba/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"baldu-cechas","https://www.baldininkai.org/gamintojas/baldu-cechas/","Baldų cechas","Baldų cechas, MB","306263705","Tauragė","","","Kaunas ir šiaurės Lietuva","","+37065552468","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldu_cechas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/e6dea04f-3780-4b1f-b95a-34b3f825a046","2026-08-04"
"tailida","https://www.baldininkai.org/gamintojas/tailida/","Tailida","Tailida, MB","307169696","Tauragė","","","Kaunas ir šiaurės Lietuva","","+37068137136","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/tailida/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/5af91c47-48f9-4678-91e9-0520f6d67865","2026-08-04"
"silales-baldai","https://www.baldininkai.org/gamintojas/silales-baldai/","Šilalės baldai","","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/silales_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"ziliukai","https://www.baldininkai.org/gamintojas/ziliukai/","Žiliukai","Žiliukai, UAB","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/ziliukai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"vilgma","https://www.baldininkai.org/gamintojas/vilgma/","Vilgma","Vilgma, MB","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/vilgma/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"mdaspect","https://www.baldininkai.org/gamintojas/mdaspect/","MDAspect","MDAspect, UAB","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/mdaspect/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"urtbalda","https://www.baldininkai.org/gamintojas/urtbalda/","Urtbalda","Urtbalda, MB","","Tauragė","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/urtbalda/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"laterus","https://www.baldininkai.org/gamintojas/laterus/","Laterus","Laterus, UAB","182728266","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/laterus/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/86c1e5c2-4064-4651-94e0-210222bff959","2026-08-04"
"rebilda","https://www.baldininkai.org/gamintojas/rebilda/","Rebilda","Rebilda, UAB","302885752","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/rebilda/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/7424199c-8de0-46de-92a3-4bb800a73e96","2026-08-04"
"uzupio-baldai","https://www.baldininkai.org/gamintojas/uzupio-baldai/","Užupio baldai","Užupio baldai, MB","304607367","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","+37063010032","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/uzupio_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/e5360652-d630-4ea0-be7c-ea60a49338d7","2026-08-04"
"sato-baldu-idejos","https://www.baldininkai.org/gamintojas/sato-baldu-idejos/","Sato baldų idėjos","Sato baldų idėjos, MB","306077348","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","+37067616253","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/sato_baldu_idejos/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/94fc8dbf-97e9-4f81-9180-333ac68e2e01","2026-08-04"
"narbutas-edge","https://www.baldininkai.org/gamintojas/narbutas-edge/","Narbutas Edge","Narbutas Edge, UAB","307021466","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","+37069930061","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/narbutas_edge/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/21ba09b4-8d5d-4096-a4b6-b935f25493ed","2026-08-04"
"gdm-creative","https://www.baldininkai.org/gamintojas/gdm-creative/","Gdm creative","Gdm creative, MB","307544445","Ukmergė","","","Vilnius, rytų ir pietų Lietuva","","+37062062602","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/gdm_creative/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"albero-baldai","https://www.baldininkai.org/gamintojas/albero-baldai/","Albero baldai","Albero baldai, MB","305439851","Jonava","","","Kaunas ir šiaurės Lietuva","","+37067970084","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/albero_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/daaf1bef-2a15-4b38-b724-b8c0c57bc256","2026-08-04"
"raimeta","https://www.baldininkai.org/gamintojas/raimeta/","Raimeta","Raimeta, MB","305633571","Jonava","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/raimeta/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/bc78b9ce-a556-415b-872d-292a097f26b7","2026-08-04"
"mingridas","https://www.baldininkai.org/gamintojas/mingridas/","Mingridas","Mingridas, UAB","","Jonava","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/mingridas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"balda","https://www.baldininkai.org/gamintojas/balda/","Balda","Balda, UAB","304473249","Jonava","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/balda/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/9410d1ef-23d7-40d2-9690-537ef1067e36","2026-08-04"
"balajano-slenio-baldai","https://www.baldininkai.org/gamintojas/balajano-slenio-baldai/","Balajano slėnio baldai","Balajano slėnio baldai, MB","307164852","Raseiniai","","","Kaunas ir šiaurės Lietuva","","+37067042514","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/balajano_slenio_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/b3a583e2-863c-46c8-86b6-56b8fc358f29","2026-08-04"
"vanago-miskas","https://www.baldininkai.org/gamintojas/vanago-miskas/","Vanago miškas","Vanago miškas, MB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/vanago_miskas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"medgamas","https://www.baldininkai.org/gamintojas/medgamas/","Medgamas","Medgamas, MB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/medgamas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"inscoco","https://www.baldininkai.org/gamintojas/inscoco/","Inscoco","Inscoco, UAB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/inscoco/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"ravera","https://www.baldininkai.org/gamintojas/ravera/","Ravera","Ravera, MB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/ravera/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"uzuolas","https://www.baldininkai.org/gamintojas/uzuolas/","Ūžuolas","Ūžuolas, MB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/uzuolas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"vavap","https://www.baldininkai.org/gamintojas/vavap/","Vavap","Vavap, MB","","Raseiniai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/vavap/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"metalo-kalve","https://www.baldininkai.org/gamintojas/metalo-kalve/","Metalo kalvė","","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/metalo_kalve/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"k-viktoraviciaus-ivv","https://www.baldininkai.org/gamintojas/k-viktoraviciaus-ivv/","K. Viktoravičiaus IVV","","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/k_viktoraviciaus_ivv/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"zt-furni","https://www.baldininkai.org/gamintojas/zt-furni/","ŽT furni","ŽT furni, MB","305701321","Telšiai","","","Kaunas ir šiaurės Lietuva","","+37067823088","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/zt_furni/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/928d7b61-cc79-458b-a067-fa9e50c00677","2026-08-04"
"sandriaus-baldai","https://www.baldininkai.org/gamintojas/sandriaus-baldai/","Sandriaus baldai","Sandriaus baldai, UAB","306673992","Telšiai","","","Kaunas ir šiaurės Lietuva","","+37061688549","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/sandriaus_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/c999d75b-25ec-4f22-85fa-8da408d49ac9","2026-08-04"
"augriva","https://www.baldininkai.org/gamintojas/augriva/","Augriva","Augriva, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/augriva/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"medideja","https://www.baldininkai.org/gamintojas/medideja/","Medidėja","Medidėja, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/medideja/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"dazoma","https://www.baldininkai.org/gamintojas/dazoma/","Dažoma","Dažoma, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/dazoma/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"ajala","https://www.baldininkai.org/gamintojas/ajala/","Ajala","Ajala, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/ajala/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
